Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Input chars,Input length,Target chars,Target length,Train size,baseline,batch_size,class_weight,epochs,initial_epoch,latent_dim,max_queue_size,min_delta,monitor,opt_centered,opt_decay,opt_epsilon,opt_learning_rate,opt_momentum,opt_name,opt_rho,patience,restore_best_weights,sample_weight,shuffle,steps_per_epoch,use_multiprocessing,validation_batch_size,validation_freq,validation_split,validation_steps,workers,categorical_accuracy,loss,stopped_epoch,val_categorical_accuracy,val_loss
2023-01-02 14:30:43,1.6min,d0c054f01da6422ab8582903edc8b081,righteous-sheep-548,JOB,jobs/898578885131293/run/1380008,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,20000,None,32,None,200,0,128,10,0,val_loss,False,0.0,1e-07,0.001,0.0,RMSprop,0.9,8,False,None,True,None,False,32,1,0.2,None,1,0.018579918891191483,0.13745886087417603,8,0.01800614781677723,0.1403159499168396
2023-01-05 17:52:07,4.1min,979a9026788549819308f774a6b8b5b9,selective-carp-668,JOB,jobs/898578885131293/run/1463689,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,50000,None,32,None,300,0,128,10,0,loss,False,0.0,1e-07,0.001,0.0,RMSprop,0.9,10,False,None,True,None,False,32,1,0.2,None,1,0.020029302686452866,0.14081048965454102,11,0.02043032832443714,0.13918179273605347
2023-01-02 14:00:07,2.3min,8ffc2cbb1ae34318b913884a40cbe129,fearless-kit-9,JOB,jobs/898578885131293/run/1378812,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,5000,None,32,None,200,0,128,10,0,val_loss,False,0.0,1e-07,0.001,0.0,RMSprop,0.9,8,False,None,True,None,False,32,1,0.2,None,1,0.018165983259677887,0.14830808341503143,56,0.017196720466017723,0.14998294413089752
2023-01-05 16:24:07,14.9min,0eaf00b0bee0458ba97d159703355eb8,spiffy-whale-997,JOB,jobs/898578885131293/run/1453605,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,100000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.031305354088544846,0.21981793642044067,22,0.031721312552690506,0.2197522073984146
2023-01-05 16:46:14,17.6min,68dd9ef370b34c76a660d4ff6ccd8c51,glamorous-goose-135,JOB,jobs/898578885131293/run/1456602,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,20000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,20,False,None,True,None,False,32,1,0.25,None,1,0.027360109612345695,0.22305788099765778,123,0.02876393496990204,0.22082340717315674
2023-01-05 15:55:51,2.2min,e7e88892058a4e82bf26812648cf5f7b,melodic-ox-414,JOB,jobs/898578885131293/run/1450582,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,1000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.022491803392767906,0.2269681841135025,220,0.017147541046142578,0.2480074167251587
2023-01-05 15:57:12,4.9min,34fd5fd7c38d45739747c26b6765ac2c,loud-cod-373,JOB,jobs/898578885131293/run/1452197,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,5000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.021420765668153763,0.2452465444803238,127,0.019521310925483704,0.24434491991996765
2023-01-05 18:05:38,3.7h,6cf23634d4b54338855c6f1ce24834ca,likeable-fawn-246,JOB,jobs/898578885131293/run/1465844,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,150000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,8,False,None,True,None,False,32,1,0.25,None,1,0.04781581088900566,0.24960853159427643,216,0.047094862908124924,0.2523161470890045
2023-01-05 16:22:39,6.1min,0cabdfcf3424472a8da1e2eb783e904b,painted-ant-446,JOB,jobs/898578885131293/run/1454321,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,20000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.015759017318487167,0.2559950053691864,44,0.0179704912006855,0.2509763240814209
2023-01-05 17:34:24,28.2min,9c81ff1444af4d298cdaa9f8f0c1805a,invincible-crow-46,JOB,jobs/898578885131293/run/1461472,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,100000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.04010644927620888,0.2975740134716034,36,0.040780000388622284,0.2950640320777893
2023-01-05 17:29:17,5.9min,20586558dc424780bf7eb6029492fd08,selective-fawn-672,JOB,jobs/898578885131293/run/1458120,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,5000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.01917814277112484,0.35433486104011536,164,0.01780327782034874,0.3684631288051605
2023-01-05 17:32:24,15.3min,b5752265624f486a9879de8afc6976f9,puzzled-grub-727,JOB,jobs/898578885131293/run/1460453,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,20000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.02126721292734146,0.35957637429237366,116,0.02066885307431221,0.3546419143676758
2023-01-05 17:33:10,7.6min,c79de9663c9b4b888f1cb1cfb0594ab5,legendary-wolf-539,JOB,jobs/898578885131293/run/1461214,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,20000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.019473224878311157,0.3623175024986267,56,0.01969180256128311,0.35415372252464294
2023-01-05 17:19:44,5.3min,724b2475682b4420a205b79783e94783,beautiful-fowl-926,JOB,jobs/898578885131293/run/1456701,adz2costas@es.nestle.com,FINISHED," !&()+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()+,-./0123456789:_abcdefghijklmnopqrstuvwxyz",122,5000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.0132459020242095,0.376485675573349,141,0.012032787315547466,0.3914512097835541
2023-01-05 18:52:09,1.3h,41dd54e0dc7243be8c22b75487c3475f,crawling-pig-857,JOB,jobs/898578885131293/run/1472305,adz2costas@es.nestle.com,FINISHED," !&()*+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()*+,-./0123456789:\_abcdefghijklmnopqrstuvwxyz",122,150000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.001,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.2,None,1,0.3625451624393463,0.4012204110622406,88,0.36281776428222656,0.40291380882263184
2023-01-02 22:21:44,30.9min,d9a8a85ad312408cbcee8e99036fda00,capricious-stag-371,JOB,jobs/898578885131293/run/1402506,adz2costas@es.nestle.com,FINISHED," !&()*+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()*+,-./0123456789:\_abcdefghijklmnopqrstuvwxyz",122,170000,None,32,None,400,0,128,10,0,loss,False,0.0,1e-07,0.0025,0.0,RMSprop,0.9,5,False,None,True,None,False,32,1,0.25,None,1,0.3544768989086151,0.43136894702911377,28,0.3538453280925751,0.4335782527923584
2023-01-02 19:26:51,11.7min,e0046f6dd5084981892a2a46fb358f93,beautiful-pug-406,JOB,jobs/898578885131293/run/1399885,adz2costas@es.nestle.com,FINISHED," !&()*+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()*+,-./0123456789:\_abcdefghijklmnopqrstuvwxyz",122,100000,None,64,None,400,0,128,10,0,loss,False,0.0,1e-07,0.005,0.0,RMSprop,0.9,10,False,None,True,None,False,64,1,0.2,None,1,0.349939227104187,0.4598940908908844,33,0.34821638464927673,0.4624541103839874
2023-01-02 18:50:13,15.8min,95667b805a3d4ec3bbb0e71a9141f0fa,rambunctious-bee-137,JOB,jobs/898578885131293/run/1395022,adz2costas@es.nestle.com,FINISHED," !&()*+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()*+,-./0123456789:\_abcdefghijklmnopqrstuvwxyz",122,20000,None,64,None,400,0,128,10,0,loss,False,0.0,1e-07,0.001,0.0,RMSprop,0.9,10,False,None,True,None,False,64,1,0.2,None,1,0.3492566645145416,0.48867371678352356,233,0.3439467251300812,0.5014402866363525
2023-01-02 19:11:08,11.5min,4ed0ca87fae74124b359a212c7de28f1,stately-zebra-617,JOB,jobs/898578885131293/run/1397571,adz2costas@es.nestle.com,FINISHED," !&()*+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()*+,-./0123456789:\_abcdefghijklmnopqrstuvwxyz",122,100000,None,64,None,400,0,128,10,0,loss,False,0.0,1e-07,0.001,0.0,RMSprop,0.9,10,False,None,True,None,False,64,1,0.2,None,1,0.3384646475315094,0.5339590907096863,33,0.33829179406166077,0.5331466794013977
2023-01-02 19:44:18,10.8min,3730c46df97a4b25ace11474288b014d,invincible-finch-570,JOB,jobs/898578885131293/run/1401271,adz2costas@es.nestle.com,FINISHED," !&()*+,-./0123456789:ABCDEFGHIJKLMNOPQRSTUVWXYZ_abcdefghijklmnopqrstuvwxyz",120,"	
 !&()*+,-./0123456789:\_abcdefghijklmnopqrstuvwxyz",122,150000,None,64,None,400,0,128,10,0,loss,False,0.0,1e-07,0.005,0.0,RMSprop,0.9,10,False,None,True,None,False,64,1,0.2,None,1,0.317806214094162,0.5593301057815552,20,0.3061516284942627,0.6085778474807739
